"Date and Time Run #1","Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Ping Echo Time (s) Run #1","Date and Time Run #2","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Ping Echo Time (s) Run #2","Date and Time Run #3","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Ping Echo Time (s) Run #3","Date and Time Run #4","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Ping Echo Time (s) Run #4","Date and Time Run #5","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Ping Echo Time (s) Run #5","Date and Time Run #6","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Ping Echo Time (s) Run #6","Date and Time Run #7","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Ping Echo Time (s) Run #7","Date and Time Run #8","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Ping Echo Time (s) Run #8","Date and Time Run #9","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Ping Echo Time (s) Run #9","Date and Time Run #10","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Ping Echo Time (s) Run #10"
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.600,1.84,0.02,-0.74,0.010721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.620,1.84,-0.01,-2.35,0.010724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.640,1.85,-0.09,-3.26,0.010730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.660,1.84,-0.18,-4.08,0.010708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.680,1.84,-0.20,-5.98,0.010677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.700,1.83,-0.38,-7.02,0.010654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.720,1.83,-0.60,-3.26,0.010642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.740,1.80,-0.62,4.67,0.010478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.760,1.79,-0.35,12.22,0.010432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.780,1.79,-0.07,16.14,0.010431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.800,1.80,0.31,17.79,0.010444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.820,1.79,0.65,,0.010420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.840,1.83,1.06,,0.010662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01/30/2025 12:35:45 pm,2.860,1.83,,,0.010667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
